ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
450,Problem Solving,Master Problem Solving and Critical Thinking,5,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/critical-thinking-problem-solving,Master Problem Solving and Critical Thinking,"Analytical Skills, Growth Mindedness, Systems Thinking, Data-Driven Decision-Making, Problem Solving, Cognitive flexibility, Continuous Improvement Process, Root Cause Analysis, Critical Thinking, Analysis, Creative Thinking, Brainstorming, Creative Problem-Solving, Decision Making, Strategic Thinking, Process Analysis, Complex Problem Solving",,,Starts Feb 17,,,
451,Problem Solving,Business Problem Solving,4.7,33 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/hu-business-problem-solving,Business Problem Solving,"Risk Analysis, Data Modeling, Correlation Analysis, Business Analysis, Product Assortment, Forecasting, Price Negotiation, Business Mathematics, Business Modeling, Complex Problem Solving, Regression Analysis, Business Strategy, Spreadsheet Software, Business Analytics, Data Analysis, Statistical Analysis, Financial Modeling, Predictive Modeling, Analysis"," Fundamentals of Business Problem Solving | Business Modeling Tools |  Solving Business Problems with Spreadsheet Modeling",,Starts Feb 17,P1M,P1M,en
452,Problem Solving,Excel/VBA for Creative Problem Solving,4.8,4.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,Excel/VBA for Creative Problem Solving,"Excel Macros, Data Validation, Data Management, Computer Programming, Programming Principles, Automation, File I/O, User Interface (UI), Debugging, Data Import/Export, Problem Solving, Code Review, Data Cleansing, Simulations, Spreadsheet Software, Algorithms","Excel/VBA for Creative Problem Solving, Part 1 | Excel/VBA for Creative Problem Solving, Part 2 | Excel/VBA for Creative Problem Solving, Part 3 (Projects)",,Starts Feb 17,P1M,P1M,en
453,Problem Solving,Structured Approach to Problem Solving,4.7,156 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/structured-problem-solving,Structured Approach to Problem Solving,"Problem Solving, Human Centered Design, Critical Thinking, Data Science, Data Analysis, Complex Problem Solving, Analytical Skills, Decision Making",,,Starts Feb 17,,,
454,Problem Solving,Computational Thinking for Problem Solving,4.7,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computational-thinking-problem-solving,Computational Thinking for Problem Solving,"Pseudocode, Analysis, Python Programming, Debugging, Computer Hardware, Object Oriented Programming (OOP), Computer Programming, Computational Thinking, Problem Solving, Algorithms, Program Development, Data Structures",,,Starts Feb 17,,,
455,Problem Solving,Leadership Problem-Solving with AI: Think Like a Leader,4.8,12 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leadership-problem-solving-with-ai,Leadership Problem-Solving with AI: Think Like a Leader,"Responsible AI, Decision Making, Systems Thinking, Initiative and Leadership, Analysis, AI Enablement, Root Cause Analysis, Strategic Leadership, Critical Thinking, Strategic Thinking, Brainstorming, Business Solutions, Critical Thinking and Problem Solving, Complex Problem Solving, Leadership Development, Leadership, Business Ethics, Prioritization, Strategic Decision-Making, Artificial Intelligence",,,Starts Feb 17,,,
456,Project Management,Foundations of Project Management,4.9,100K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-foundations,Foundations of Project Management,"Project Management, Agile Methodology, Generative AI Agents, Cross-Functional Collaboration, Strategic Thinking, Stakeholder Communications, Organizational Structure, Change Management, Project Management Life Cycle, Project Planning, Waterfall Methodology",,,Starts Feb 17,,,
457,Project Management,Google Project Management,4.8,141K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-project-management,Google Project Management,"Project Risk Management, Interviewing Skills, Project Management, Scope Management, Stakeholder Analysis, Quality Management, Quality Assurance, Project Controls, Project Scoping, Team Management, Project Management Life Cycle, Sprint Retrospectives, Project Planning, Project Closure, Change Management, Backlogs, Project Implementation, Agile Project Management, Team Leadership",Foundations of Project Management | Project Initiation: Starting a Successful Project | Project Planning: Putting It All Together | Project Execution: Running the Project | Agile Project Management | Capstone: Applying Project Management in the Real World | Accelerate Your Job Search with AI,,Starts Feb 17,P6M,P6M,en
458,Project Management,Agile Project Management,4.8,15K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-project-management,Agile Project Management,"Sprint Retrospectives, Influencing, Prioritization, Problem Solving, Team Management, Agile Product Development, Backlogs, Organizational Change, Coaching, Sprint Planning, Agile Methodology, Agile Project Management, Kanban Principles, User Story, Product Roadmaps",,,Starts Feb 17,,,
459,Project Management,Introduction to Project Management,4.8,2.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-project-management,Introduction to Project Management,"Project Management Life Cycle, Project Planning, Technical Management, Agile Project Management, Stakeholder Management, Information Technology, IT Management, Communication, Project Management, Agile Methodology, Project Risk Management",,,Starts Feb 17,,,
460,Project Management,Project Management,4.7,1.5K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/meem-project-management,Project Management,"Project Management, Quality Management, Agile Methodology, Supplier Management, Risk Management, Engineering Management, Scrum (Software Development), Project Scoping, Procurement, Stakeholder Management, Team Management, Project Planning, User Story, Project Closure, Milestones (Project Management), Scheduling, Agile Project Management, Team Leadership, Stakeholder Communications, Project Schedules",Project Management: Foundations and Initiation | Project Planning and Execution | Agile Project Management,,Starts Feb 17,P2M,P2M,en
461,Project Management,Microsoft Project Management: Build Job-Ready Skills,4.7,738 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-project-management,"Microsoft Project Management: Build Job-Ready Skills ","Project Management, Communication, Stakeholder Analysis, Risk Management, Project Coordination, Budgeting, Kanban Principles, Performance Measurement, Procurement, Stakeholder Management, Risk Mitigation, Team Management, Conflict Management, Project Management Life Cycle, Project Management Office (PMO), Virtual Teams, Teamwork, Scheduling, Planning, Project Schedules",Project Management Fundamentals | Team Building and Leadership in Project Management | Project Manager Engagement with Stakeholders |  Process Groups and Processes in Project Management | PMP Formulas | Project Management Principles | Project Management Performance Domains | Agile and Hybrid Approaches in a Project Environment | PMP Application Process and Practice Exam,,Starts Feb 17,P4M,P4M,en
462,Project Management,Project Management and Planning,4.7,128 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/project-management-and-planning,Project Management and Planning,"Project Portfolio Management, Project Risk Management, Negotiation, Project Management, Stakeholder Engagement, Agile Methodology, Risk Management, Project Controls, Product Roadmaps, Earned Value Management, Work Breakdown Structure, Project Management Life Cycle, Project Planning, Project Closure, Communication Planning, Configuration Management, Scheduling, Agile Project Management, Team Leadership, Project Schedules",Fundamentals of Project Management | Project Execution and Control | Advanced Project Management and Leadership,,Starts Feb 17,P3M,P3M,en
463,Project Management,Project Management Principles and Practices,4.7,31K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/project-management,Project Management Principles and Practices,"Risk Analysis, Project Risk Management, Project Management, Quality Management, Change Control, Cost Estimation, Project Performance, Risk Management, Budgeting, Timelines, Work Breakdown Structure, Project Planning, Communication Planning, Estimation, Milestones (Project Management), Scheduling, Planning, Project Implementation, Peer Review, Project Schedules",Initiating and Planning Projects | Budgeting and Scheduling Projects | Managing Project Risks and Changes | Project Management Project,,Starts Feb 17,P1M,P1M,en
464,Project Management,Project Management Fundamentals,4.6,553 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-fundamentals-microsoft,Project Management Fundamentals,"Project Management Institute (PMI) Methodology, Organizational Structure, Project Implementation, Project Management Office (PMO), Stakeholder Analysis, Project Management, Project Planning, Project Management Life Cycle, Stakeholder Management, Project Closure",,,Starts Feb 17,,,
465,Project Management,Construction Project Management,4.8,7.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/construction-project-management,Construction Project Management,"Project Scoping, Contract Management, Project Schedules, Construction, Risk Management, Lean Methodologies, Project Planning, Construction Management, Environment Health And Safety, Building Information Modeling, Project Management, Project Management Life Cycle, Work Breakdown Structure, Sustainability Standards",,,Starts Feb 17,,,
466,Project Management,Introduction to Agile Development and Scrum,4.9,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-development-and-scrum,Introduction to Agile Development and Scrum,"Team Management, Agile Software Development, Workflow Management, Agile Project Management, Lean Methodologies, Kanban Principles, User Story, Agile Methodology, Product Requirements, Performance Measurement, Backlogs, Sprint Planning, Sprint Retrospectives, Scrum (Software Development)",,,Starts Feb 17,,,
467,Project Management,Capstone: Applying Project Management in the Real World,4.9,13K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/applying-project-management,Capstone: Applying Project Management in the Real World,"Project Estimation, Interviewing Skills, Project Planning, Project Scoping, Project Documentation, Project Implementation, Milestones (Project Management), AI Enablement, Quality Management, Communication, Stakeholder Management, Stakeholder Analysis, Project Closure, Smart Goals, Project Management, Sprint Retrospectives, Problem Solving",,,Starts Feb 17,,,
468,Agile,Agile Project Management,4.8,15K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-project-management,Agile Project Management,"Sprint Retrospectives, Influencing, Prioritization, Problem Solving, Team Management, Agile Product Development, Backlogs, Organizational Change, Coaching, Sprint Planning, Agile Methodology, Agile Project Management, Kanban Principles, User Story, Product Roadmaps",,,Starts Feb 17,,,
469,Agile,Introduction to Agile Development and Scrum,4.9,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-development-and-scrum,Introduction to Agile Development and Scrum,"Team Management, Agile Software Development, Workflow Management, Agile Project Management, Lean Methodologies, Kanban Principles, User Story, Agile Methodology, Product Requirements, Performance Measurement, Backlogs, Sprint Planning, Sprint Retrospectives, Scrum (Software Development)",,,Starts Feb 17,,,
